link,title,description,category,pub_date,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15
https://vnexpress.net/nhieu-dai-hoc-cho-sinh-vien-nghi-them-4054077.html,Nhiều đại học cho sinh viên nghỉ thêm,"Nằm ở vùng dịch Vĩnh Phúc, Đại học Sư phạm Hà Nội 2 cho sinh viên nghỉ thêm hai tuần. Một số trường gia hạn một tuần để phòng Covid-19.",Giáo dục,"Thứ tư, 12/2/2020, 15:25 (GMT+7)",sinh viên nghỉ,dịch corona,dịch ncov,,,,,,,,,,,,,
https://vnexpress.net/bo-giao-duc-xac-minh-nghi-van-gian-lan-diem-thi-o-son-la-lang-son-3779912.html,"Bộ Giáo dục xác minh nghi vấn gian lận điểm thi ở Sơn La, Lạng Sơn","Chiều 18/7, Bộ trưởng Phùng Xuân Nhạ quyết định thành lập tổ công tác xác minh dấu hiệu bất thường trong điểm thi THPT quốc gia của hai tỉnh.",Giáo dục,"Thứ tư, 18/7/2018, 20:51 (GMT+7)",bộ giáo dục,xác minh,dấu hiệu,bất thường,điểm thi thpt quốc gia,cao bất thường,tuyển sinh,,,,,,,,,
https://vnexpress.net/phuong-oanh-phai-cach-ly-khi-ve-tu-anh-4069673.html,Phương Oanh phải cách ly khi về từ Anh,"Người mẫu Phương Oanh đi cách ly tập trung sau khi bay từ London về TP HCM, sáng 15/3. ",Giải trí,"Chủ nhật, 15/3/2020, 18:42 (GMT+7)",phương oanh,người mẫu phương oanh,covid -19,phương oanh đi cách ly,,,,,,,,,,,,
https://vnexpress.net/thu-tuong-giai-thich-ve-cach-ly-toan-xa-hoi-4077911.html,Thủ tướng giải thích về 'cách ly toàn xã hội',"Lãnh đạo Chính phủ nói cách ly toàn xã hội mang ý nghĩa giữ khoảng cách trong xã hội, nhưng vẫn duy trì hàng hoá thiết yếu lưu thông và xuất khẩu. ",Thời sự,"Thứ tư, 1/4/2020, 10:43 (GMT+7)",thủ tướng,chính phủ,chống dịch,covid-19,cách ly xã hội,,,,,,,,,,,
https://vnexpress.net/thu-tuong-yeu-cau-xu-ly-nghiem-sai-pham-ve-diem-thi-o-ha-giang-3779362.html,Thủ tướng yêu cầu xử lý nghiêm sai phạm về điểm thi ở Hà Giang,"Thủ tướng Nguyễn Xuân Phúc giao Bộ Công an phối hợp Bộ Giáo dục điều tra, xử lý nghiêm các sai phạm về điểm thi THPT quốc gia.",Giáo dục,"Thứ ba, 17/7/2018, 21:49 (GMT+7)",thủ tướng nguyễn xuân phúc,yêu cầu,xử  lý,sai phạm,điểm thi bất thường,hà giang,,,,,,,,,,
https://vnexpress.net/vi-sao-ket-qua-thi-thpt-quoc-gia-cua-ha-giang-bi-nghi-ngo-3777573.html,,,Giáo dục,,hà giang,điểm thi,thi thpt quốc gia,bất thường,,,,,,,,,,,,
https://vnexpress.net/pho-phong-so-giao-duc-ha-giang-nang-diem-cho-114-thi-sinh-3778933.html,Phó phòng Sở Giáo dục Hà Giang nâng điểm cho 114 thí sinh,"Nhận được tin nhắn đề nghị, ông Vũ Trọng Lương, Phó phòng Khảo thí Sở Giáo dục Hà Giang, đã sửa hơn 330 bài thi trắc nghiệm của 114 thí sinh. ",Giáo dục,"Thứ ba, 17/7/2018, 13:30 (GMT+7)",hà giang,họp báo,công bố,sai phạm,chấm thi thpt quốc gia,điểm thi,tuyển sinh,,,,,,,,,
https://vnexpress.net/so-giao-duc-ha-giang-de-nghi-khoi-to-vu-an-nang-diem-thi-3779604.html,Sở Giáo dục Hà Giang đề nghị khởi tố vụ án nâng điểm thi,"Sáng nay, Chủ tịch UBND tỉnh Hà Giang giao cơ quan công an điều tra những sai phạm liên quan điểm thi THPT vừa được công bố.",Pháp luật,"Thứ tư, 18/7/2018, 12:56 (GMT+7)",sở giáo dục hà giang,đề nghị khởi tố,điều tra,sai phạm điểm thi,điểm thi ở hà giang,,,,,,,,,,,
https://vnexpress.net/nguoi-ha-giang-tu-trong-3777816.html,,,,,hà giang,kỳ thi thpt quốc gia,,,,,,,,,,,,,,
https://vnexpress.net/doan-cong-tac-cua-bo-giao-duc-len-ha-giang-xac-minh-bat-thuong-diem-thi-3777852.html,Đoàn công tác của Bộ Giáo dục lên Hà Giang xác minh bất thường điểm thi,"Nếu phát hiện bất thường trong kết quả thi THPT quốc gia, Bộ Giáo dục có thể chấm thẩm định. ",Giáo dục,"Thứ bảy, 14/7/2018, 17:15 (GMT+7)",hà giang,thi thpt quốc gia,điểm thi bất thường,,,,,,,,,,,,,
https://vnexpress.net/nganh-thue-de-xuat-nang-muc-giam-tru-gia-canh-3974620.html,Ngành thuế đề xuất nâng mức giảm trừ gia cảnh,"Cơ quan thuế đề xuất sửa Luật Thuế thu nhập cá nhân khi mức giảm trừ cho người phụ thuộc vẫn không đổi, còn CPI đã tăng hơn 20%.",Kinh doanh,"Thứ năm, 29/8/2019, 14:41 (GMT+7)",mức giảm trừ gia cảnh,thuế thu nhập cá nhân,bộ trưởng đinh tiến dũng,,,,,,,,,,,,,
https://vnexpress.net/chau-bui-phai-cach-ly-khi-ve-tu-italy-4064583.html,Châu Bùi phải cách ly khi về từ Italy,Châu Bùi được cách ly trong khu tập trung ở TP HCM sau chuyến công tác hai tuần tại Italy và Pháp. ,Giải trí,"Thứ năm, 5/3/2020, 14:57 (GMT+7)",châu bùi,nghệ sĩ bị cách ly,nghệ sĩ trong thời gian dịch bệnh,cách ly tại nhà,dịch covid-19,corona,,,,,,,,,,
https://vnexpress.net/nhung-bat-thuong-trong-diem-thi-thpt-quoc-gia-cua-ha-giang-3777066.html,Những bất thường trong điểm thi THPT quốc gia của Hà Giang,"Tỷ lệ thí sinh Hà Giang được 9 điểm trở lên môn Toán, Lý còn cao hơn Hà Nội, TP HCM, Bộ Giáo dục đã yêu cầu tỉnh báo cáo.",Giáo dục,"Thứ năm, 12/7/2018, 22:04 (GMT+7)",điểm thi,thpt quốc gia,tỉnh hà giang,bất thường,,,,,,,,,,,,
https://vnexpress.net/ha-noi-du-kien-to-chuc-thi-vao-lop-10-ngay-1-6-4057630.html,Hà Nội dự kiến tổ chức thi vào lớp 10 ngày 1/6,"Dù phải nghỉ học ba tuần để phòng dịch Covid-19, UBND TP Hà Nội vẫn dự kiến tổ chức thi vào lớp 10 ngày 1-2/6, sớm hơn một ngày so với năm ngoái.",Giáo dục,"Thứ năm, 20/2/2020, 00:45 (GMT+7)",tuyển sinh vào lớp 10,thi vào lớp 10 công lập,cuộc đua vào lớp 10 công lập,phương án tuyển sinh vào lớp 10,,,,,,,,,,,,
https://vnexpress.net/hang-loat-dai-hoc-keo-dai-thoi-gian-nghi-phong-dich-4050930.html,Hàng loạt đại học kéo dài thời gian nghỉ phòng dịch,"Đại học Thái Nguyên, Đại học Sư phạm Kỹ thuật Vĩnh Long lùi lịch học đến đầu tháng 3; nhiều đại học khác gia hạn nghỉ thêm một tuần.",Giáo dục,"Thứ năm, 6/2/2020, 11:52 (GMT+7)",sinh viên nghỉ,dịch corona,virus corona,covid-19,phòng chống dịch,,,,,,,,,,,
https://vnexpress.net/duong-lay-nhiem-16-ca-duong-tinh-ncov-4051522.html,Đường lây nhiễm 16 ca dương tính nCoV,"10 bệnh nhân Covid-19 tại Việt Nam liên quan tới Vũ Hán, 6 ca lây chéo nội địa, đến ngày 25/2 tất cả 16 người khỏi bệnh.",Sức khỏe,"Thứ ba, 18/2/2020, 11:48 (GMT+7)",viêm phổi,ncov,virus corona,covid-19,viêm phổi corona,,,,,,,,,,,
https://vnexpress.net/so-phan-4139904.html?cvar=tinkhac_gocnhin,,,,,covid-19,,,,,,,,,,,,,,,
https://vnexpress.net/bo-giao-duc-khang-dinh-co-sai-pham-trong-cham-thi-tai-ha-giang-3778827.html,Bộ Giáo dục khẳng định có sai phạm trong chấm thi tại Hà Giang,Đoàn kiểm tra của Bộ Giáo dục đã xác định được người gây ra sai phạm và đang củng cố chứng cứ để xử lý.,Giáo dục,"Thứ ba, 17/7/2018, 01:30 (GMT+7)",hà giang,điểm thi thpt quốc gia,gian lận điểm,,,,,,,,,,,,,
https://vnexpress.net/hang-loat-dai-hoc-cho-sinh-vien-nghi-tranh-ncov-4048397.html,Hàng loạt đại học cho sinh viên nghỉ tránh nCoV,"Ngày 31/1, các đại học Bách khoa Hà Nội, Mỏ - Địa chất, Kinh tế quốc dân... thông báo lùi lịch học một tuần sau kỳ nghỉ Tết Canh Tý để phòng dịch nCoV. ",Giáo dục,"Thứ sáu, 31/1/2020, 14:42 (GMT+7)",đại học cho sinh viên nghỉ,tránh virus ncov,bệnh viêm phổi virus corona,,,,,,,,,,,,,
https://vnexpress.net/binh-thuong-va-bat-thuong-4132829.html?cvar=tinkhac_gocnhin,,,,,bình thường mới,,,,,,,,,,,,,,,
https://vnexpress.net/hai-truong-cong-an-ngung-tuyen-sinh-he-dai-hoc-nam-2018-3730114.html,Hai trường công an ngừng tuyển sinh hệ đại học năm 2018,"Đại học Kỹ thuật - Hậu cần Công an nhân dân, Học viện Chính trị Công an nhân dân ngừng tuyển sinh năm 2018.",Giáo dục,"Thứ sáu, 30/3/2018, 15:25 (GMT+7)",trường khối công an,tuyển sinh khối trường công an năm 2018,đại học kỹ thuật - hậu cần công an nhân dân,học viện chính trị công an nhân dân,ngừng tuyển sinh,giảm chỉ tiêu,,,,,,,,,,
https://vnexpress.net/bay-truong-cong-an-cong-bo-diem-chuan-3620049.html,Bảy trường Công an công bố điểm chuẩn,"Trường Công an lấy điểm chuẩn từ 26 đến 29, riêng Học viện An ninh nhân dân lấy 30,5 điểm ngành Ngôn ngữ Anh với nữ.",Giáo dục,"Thứ bảy, 29/7/2017, 09:42 (GMT+7)",điểm chuẩn,trường công an,học viện an ninh nhân dân,,,,,,,,,,,,,
https://vnexpress.net/nhung-ke-ho-co-the-lam-thay-doi-ket-qua-thi-thpt-quoc-gia-3777513.html,Những kẽ hở có thể làm thay đổi kết quả thi THPT quốc gia,"Túi đựng bài thi có thể bị bóc niêm phong và dán lại mà rất khó nhận biết; bộ phận chấm thi, giám sát cùng ""bắt tay"" làm sai.  ",Giáo dục,"Thứ bảy, 14/7/2018, 18:27 (GMT+7)",kẽ hở,thay đổi kết quả thi,hà giang,thi thpt quốc gia,tuyển sinh,điểm thi cao bất thường,,,,,,,,,,
https://vnexpress.net/phuong-oanh-dien-o-london-fashion-week-4056836.html,Phương Oanh diễn ở London Fashion Week,Người mẫu Phương Oanh casting thành công cho 4 thương hiệu thời trang trong khuôn khổ London Fashion Week. ,Giải trí,"Thứ ba, 18/2/2020, 13:37 (GMT+7)",người mẫu phương oanh,phương oanh,next top,,,,,,,,,,,,,
https://vnexpress.net/truong-hoc-singapore-chong-dich-viem-phoi-4050495.html,Trường học Singapore chống dịch viêm phổi,"Từ ngày 5/2, Singapore hủy toàn bộ dã ngoại, lễ kỷ niệm tại trường học sau khi phát hiện ca đầu tiên nhiễm nCoV trong cộng đồng vào 4/2.",Giáo dục,"Thứ tư, 5/2/2020, 10:26 (GMT+7)",trường học singapore chống dịch corona,viêm phổi vũ hán,virus corona,covid-19,dịch corona,,,,,,,,,,,
https://vnexpress.net/phuong-oanh-lot-xac-sau-khi-bi-loai-som-o-next-top-model-3618550.html,Phương Oanh 'lột xác' sau khi bị loại sớm ở Next Top Model,Chân dài khoe hình thể trong loạt váy áo của Đỗ Mạnh Cường.,Giải trí,"Thứ tư, 26/7/2017, 10:22 (GMT+7)",phương oanh,vietnam\'s next top model 2017,đỗ mạnh cường,,,,,,,,,,,,,
https://vnexpress.net/doanh-nhan-di-kien-4130582.html?cvar=tinkhac_gocnhin,,,,,tư pháp,tòa án,,,,,,,,,,,,,,
https://vnexpress.net/luan-chuyen-can-bo-4130015.html?cvar=tinkhac_gocnhin,,,,,luân chuyển cán bộ,,,,,,,,,,,,,,,
https://vnexpress.net/hong-kong-dong-cua-truong-hoc-den-dau-thang-3-4048821.html,Hong Kong đóng cửa trường học đến đầu tháng 3,"Chỉ trong một tuần, Hong Kong hai lần gia hạn thời gian đóng cửa trường học, kéo dài đến đầu tháng 3, vì virus corona. ",Giáo dục,"Thứ bảy, 1/2/2020, 11:50 (GMT+7)",đóng cửa trường học,hong kong,virus corona,covid-19,virus ncov,dịch viêm phổi,,,,,,,,,,
https://vnexpress.net/quoc-gia-vung-lanh-tho-ghi-nhan-covid-19-4048352.html,"Quốc gia, vùng lãnh thổ ghi nhận Covid-19","Covid-19 xuất hiện ở 84 quốc gia, vùng lãnh thổ trên thế giới, khiến gần 96.000 người nhiễm bệnh, 3.286 người chết.",Thế giới,"Thứ năm, 5/3/2020, 08:27 (GMT+7)",các nước có bệnh nhân viêm phổi vũ hán,dịch viêm phổi vũ hán,dịch viêm phổi cấp,,,,,,,,,,,,,
https://vnexpress.net/thanh-cong-va-hanh-phuc-4129156.html?cvar=tinkhac_gocnhin,,,,,hạnh phúc,chủ nghĩa vật chất,,,,,,,,,,,,,,
https://vnexpress.net/chang-trai-bai-liet-vuon-len-tu-nghich-canh-2919890.html,Chàng trai bại liệt vươn lên từ nghịch cảnh,"Trần Hồng Giang từng mang mặc cảm rất lớn, sống khép mình, thậm chí có suy nghĩ muốn chấm dứt sự tồn tại trên đời này. Đến một ngày, anh hiểu ra rằng cuộc sống thực sự có ý nghĩa và anh không đơn độc giữa đời…",Đời sống,"Thứ sáu, 6/12/2013, 14:03 (GMT+7)",vnexpress,viết nên điều kỳ diệu,hura deli,,,,,,,,,,,,,
https://vnexpress.net/jun-pham-moi-bb-tran-gia-gai-trong-mv-3957699.html,Jun Phạm mời BB Trần giả gái trong MV,"Nam diễn viên hài đeo mặt nạ đóng vai nữ ở video nhạc ""Hai bàn tay"".",Giải trí,"Thứ năm, 25/7/2019, 15:15 (GMT+7)",jun phạm,mv hai bàn tay,ca sĩ jun phạm,,,,,,,,,,,,,
https://vnexpress.net/truong-hoc-my-doi-pho-voi-dich-viem-phoi-4050108.html,Trường học Mỹ đối phó với dịch viêm phổi,"Lo ngại lây lan nCoV khi Mỹ có 11 ca nhiễm, nhiều khu học chánh hủy bỏ chương trình trao đổi học sinh với Trung Quốc.",Giáo dục,"Thứ ba, 4/2/2020, 12:28 (GMT+7)",trường học mỹ,đối phó với dịch ncov,dịch viêm đường hô hấp cấp do ncov,phòng tránh lây nhiễm bệnh,,,,,,,,,,,,
https://vnexpress.net/chau-bui-khanh-linh-du-paris-fashion-week-4060535.html,"Châu Bùi, Khánh Linh dự Paris Fashion Week","Châu Bùi, Khánh Linh - hai fashionista Việt - được Dior mời dự show Thu 2020, ngày 25/2. ",Giải trí,"Thứ tư, 26/2/2020, 14:50 (GMT+7)",châu bùi,khánh linh,dior,paris fashion week,,,,,,,,,,,,
https://vnexpress.net/mot-so-truong-cong-an-dung-dao-tao-he-dan-su-3721641.html,Một số trường công an dừng đào tạo hệ dân sự,"Học viện An ninh nhân dân, Học viện Cảnh sát nhân dân sẽ không tuyển hệ dân sự; chỉ tiêu tuyển nữ là 10%. ",Giáo dục,"Thứ hai, 12/3/2018, 10:44 (GMT+7)",một số trường công an,dừng đào tạo hệ dân sự,,,,,,,,,,,,,,
https://vnexpress.net/truong-dai-hoc-ngan-chan-virus-corona-4050336.html,Trường đại học ngăn chặn virus corona,"Các đại học trong và ngoài Trung Quốc lùi thời gian học, hủy kỳ thi, cách ly sinh viên đến từ vùng dịch nhằm kiểm soát sự lây lan của virus corona.",Giáo dục,"Thứ tư, 5/2/2020, 01:01 (GMT+7)",dịch ncov,virus corona,covid-19,ngăn chặn ncov,trường đại học phòng chống dịch,,,,,,,,,,,
https://vnexpress.net/chau-bui-du-loat-show-lon-tai-paris-4064237.html,Châu Bùi dự loạt show lớn tại Paris,"Fashionista Châu Bùi được Dior, Louis Vuitton, Balmain... mời dự show Thu 2020 tại Paris Fashion Week.  ",Giải trí,"Thứ tư, 4/3/2020, 20:21 (GMT+7)",paris fashion week,fall 2020,dior,louis vuitton,,,,,,,,,,,,
https://vnexpress.net/sinh-vien-duoc-nghi-tet-canh-ty-nhieu-nhat-28-ngay-4028057.html,Sinh viên được nghỉ Tết Canh Tý nhiều nhất 28 ngày,"Phần lớn đại học, cao đẳng cho sinh viên nghỉ Tết Canh Tý 14-21 ngày, riêng Đại học Công nghiệp Thực phẩm TP HCM cho nghỉ 28 ngày.",Giáo dục,"Thứ hai, 16/12/2019, 16:09 (GMT+7)",lịch nghỉ tết canh tý 2020,lịch nghỉ tết sinh viên,tết nguyên đán,,,,,,,,,,,,,
https://vnexpress.net/cuu-sieu-mau-vu-cam-nhung-khoe-nhan-sac-tuoi-41-3609947.html,Cựu siêu mẫu Vũ Cẩm Nhung khoe nhan sắc tuổi 41,Người đẹp quyến rũ trong bộ váy lụa xẻ sâu ở sự kiện tại TP HCM hôm 6/7.,Giải trí,"Thứ sáu, 7/7/2017, 08:10 (GMT+7)",vũ cẩm nhung,diễm my,thủy hương,thu phương,đỗ mạnh cường,lê xuân tiền,,,,,,,,,,
https://vnexpress.net/do-manh-cuong-lang-xe-mot-quan-ren-xuyen-thau-3611703.html,Đỗ Mạnh Cường lăng xê mốt quần ren xuyên thấu,"Nhà thiết kế tạo nên sự khác biệt khi sử dụng ren chỉ, ren cotton được thêu và dệt theo tiêu chuẩn hiện đại.",Giải trí,"Thứ ba, 11/7/2017, 10:48 (GMT+7)",đỗ mạnh cường,quần ren xuyên thấu,váy ren,life in color,,,,,,,,,,,,
https://vnexpress.net/dao-duc-lam-an-3950274.html,,,,,đạo đức kinh doanh,,,,,,,,,,,,,,,
https://vnexpress.net/co-cua-lam-an-4097907.html,,,,,làm ăn,kinh doanh,công ty trách nhiệm hữu hạn,,,,,,,,,,,,,
https://vnexpress.net/bo-giao-duc-khang-dinh-co-sai-pham-trong-cham-thi-tai-ha-giang-3778827-p3.html,Phổ điểm 9 môn thi của thí sinh Hà Giang,,Giáo dục,"Thứ ba, 17/7/2018, 01:30 (GMT+7)",hà giang,điểm thi thpt quốc gia,gian lận điểm,,,,,,,,,,,,,
https://vnexpress.net/song-toi-gian-4124126.html,,,,,sống tối giản,,,,,,,,,,,,,,,
https://vnexpress.net/ngay-dang-nho-nhat-doi-toi-4129413.html,,,,,quan hệ việt-mỹ,bill clinton,,,,,,,,,,,,,,
https://vnexpress.net/the-le-cuoc-thi-viet-nen-dieu-ky-dieu-lan-2-2900959.html,Thể lệ cuộc thi 'Viết nên điều kỳ diệu' lần 2,"Cuộc thi ""Viết nên điều kỳ diệu” lần 2 do Báo điện tử VnExpress phối hợp với Công ty cổ phần Bibica tổ chức dành cho các công dân sinh sống trên lãnh thổ Việt Nam. Chương trình diễn ra trong 12 tuần từ ngày 28/10/2013 đến 19/1/2014",Đời sống,"Thứ ba, 29/10/2013, 12:13 (GMT+7)",viết nên điều kỳ diệu,hura delli,vì bạn xứng đáng,,,,,,,,,,,,,
https://vnexpress.net/jun-pham-thang-giai-bien-kich-60-trieu-dong-3829826.html,Jun Phạm thắng giải biên kịch 60 triệu đồng,"Học trò Ngô Thanh Vân nhận giải cao nhất trong cuộc thi có Đức Thịnh, Thanh Thúy làm giám khảo.",Giải trí,"Thứ sáu, 26/10/2018, 13:48 (GMT+7)",jun phạm,nhà biên kịch tài năng,thanh thúy,đức thịnh,lý hải,,,,,,,,,,,
https://vnexpress.net/catherine-zeta-jones-dau-gia-khan-quang-chong-muoi-4145845.html,Catherine Zeta-Jones đấu giá khăn quàng chống muỗi,Khăn quàng có khả năng chống muỗi của diễn viên Catherine Zeta-Jones được đấu giá với mức khởi điểm 50 USD.,Giải trí,"Thứ năm, 13/8/2020, 10:31 (GMT+7)",catherine zeta-jones,khăn chống muỗi,sao từ thiện,hoạt động sao,,,,,,,,,,,,
https://vnexpress.net/hari-won-bb-tran-hai-che-tren-cao-nguyen-3694533.html,"Hari Won, BB Trần hái chè trên cao nguyên","Hai diễn viên mặc quần áo dân tộc, cùng người dân địa phương hái, sao chè.",Giải trí,"Thứ sáu, 5/1/2018, 11:59 (GMT+7)",hari wontrấn thành,bb trần,sapa,,,,,,,,,,,,,
https://vnexpress.net/keo-dai-thoi-gian-thi-viet-nen-dieu-ky-dieu-2900856.html,Kéo dài thời gian thi 'Viết nên điều kỳ diệu',"Cuộc thi ""Viết nên điều kỳ diệu"" khép lại trong sự tiếc nuối của không ít độc giả. Nhiều người vì lý do công tác xa chưa kịp gửi bài tham dự cuộc thi. Đáp ứng nguyện vọng này, ban tổ chức quyết định tổ chức đợt 2 kéo dài thêm 3 tháng.",Đời sống,"Thứ ba, 29/10/2013, 09:52 (GMT+7)",viết nên điều kỳ diệu,vì bạn là người xứng đáng,hura deli,vnexpress,,,,,,,,,,,,
https://vnexpress.net/hon-850-hoc-sinh-tro-ve-tu-trung-quoc-phai-nghi-hoc-4049054.html,Hơn 850 học sinh trở về từ Trung Quốc phải nghỉ học,"852 học sinh, sinh viên và 115 cán bộ được Bộ Giáo dục cho nghỉ học 14 ngày vì đã đến Trung Quốc trong hai tuần trở lại đây.",Giáo dục,"Chủ nhật, 2/2/2020, 09:14 (GMT+7)",học sinh được cho nghỉ học,trở về từ trung quốc,viêm phổi vũ hán,đại dịch corona,virus corona,covid-19,viêm phổi corona,,,,,,,,,
https://vnexpress.net/hong-kong-dong-cua-truong-hoc-vi-viem-phoi-vu-han-4046866.html,Hong Kong đóng cửa trường học vì viêm phổi Vũ Hán,Trưởng đặc khu Carrie Lam thông báo các trường phổ thông sẽ đóng cửa tới ngày 17/2 thay vì 3/2 theo lịch nghỉ Tết Nguyên đán.,Giáo dục,"Chủ nhật, 26/1/2020, 09:42 (GMT+7)",dịch viêm phổi,virus corona,đóng cửa trường học,hong kong,,,,,,,,,,,,
https://vnexpress.net/nguoi-mau-56-tuoi-chup-anh-ao-tam-4133934.html,Người mẫu 56 tuổi chụp ảnh áo tắm,"Kathy Jacobs - người mẫu Mỹ 56 tuổi - chụp hình cho tạp chí áo tắm Sports Illustrated, phát hành cuối tháng 7.",Giải trí,"Thứ ba, 21/7/2020, 20:29 (GMT+7)",kathy jacobs,người mẫu già,áo tắm,bikini,sports illustrated,hoạt động sao,,,,,,,,,,
https://vnexpress.net/vo-duong-nhue-bi-dieu-tra-cuong-doat-tai-san-4138875.html,Vợ Đường 'Nhuệ' bị điều tra cưỡng đoạt tài sản,"Nguyễn Thị Dương, 40 tuổi, vợ Đường ""Nhuệ"", bị cáo buộc cùng chồng và đàn em cưỡng đoạt tiền hoả táng của một số doanh nghiệp trên địa bàn.",Pháp luật,"Thứ năm, 30/7/2020, 22:26 (GMT+7)",đường nhuệ,công ty đường dương,đường nhuệ thái bình,vợ chồng đường nhuệ,cưỡng đoạt tài sản,cưỡng đoạt tiền hoả táng,,,,,,,,,,
https://vnexpress.net/duong-nhue-bi-dua-den-phien-toa-4097396.html,Đường 'Nhuệ' bị đưa đến phiên tòa,"Tại phiên phúc thẩm xét xử vợ chồng ông Nguyễn Văn Lẫm về tội Lạm dụng tín nhiệm chiếm đoạt tài sản, Đường “Nhuệ” có mặt với vai trò người liên quan.",Pháp luật,"Thứ hai, 11/5/2020, 14:32 (GMT+7)","đường ""nhuệ""",phúc thẩm,lẫm - quyết,,,,,,,,,,,,,
https://vnexpress.net/nhung-dong-song-chet-3940978.html,,,,,ô nhiễm môi trường,,,,,,,,,,,,,,,
https://vnexpress.net/song-de-lam-4046361.html,,,,,uzbekistan,,,,,,,,,,,,,,,
https://vnexpress.net/dan-mau-bit-mat-catwalk-o-london-fashion-week-4056159.html,Dàn mẫu bịt mặt catwalk ở London Fashion Week,Người mẫu trùm kín mặt và thân khi trình diễn bộ sưu tập Thu lấy ý tưởng siêu thực của Richard Quinn cuối tuần qua.,Giải trí,"Thứ hai, 17/2/2020, 11:27 (GMT+7)",london fashion week,richard quinn,fall 2020,bộ sưu tập,,,,,,,,,,,,
https://vnexpress.net/chinh-sach-tu-wikipedia-4044413.html,,,,,wikipedia,,,,,,,,,,,,,,,
https://vnexpress.net/nhan-sac-cua-con-gai-minh-tinh-catherine-zeta-jones-3513228.html,Nhan sắc của con gái minh tinh Catherine Zeta-Jones,Carys Zeta Douglas mới bước vào tuổi teen nhưng đã lớn bổng và có gương mặt sắc nét giống mẹ.,Giải trí,"Thứ sáu, 16/12/2016, 19:00 (GMT+7)",catherine zeta-jones,carys zeta douglas,michael douglas,,,,,,,,,,,,,
https://vnexpress.net/kpop-dan-dau-xu-huong-concert-truc-tuyen-thu-phi-4144711.html,Kpop dẫn đầu xu hướng concert trực tuyến thu phí,"""Bang Bang Con: The Live"" của BTS là chương trình trực tuyến trả phí có lượng khán giả lớn nhất thế giới.",Giải trí,"Thứ năm, 13/8/2020, 01:00 (GMT+7)",concert trực tuyến,bts,superm,super junior,,,,,,,,,,,,
https://vnexpress.net/cac-kieu-phoi-do-voi-mau-tim-tu-dinh-huong-4111437.html,Các kiểu phối đồ với màu tím tử đinh hương,"Suit tím với giày thể thao, hay áo phông cùng chân váy đồng màu tím... là những cách phối dễ áp dụng.",Giải trí,"Thứ bảy, 6/6/2020, 18:30 (GMT+7)",mix đồ với màu tím,tím tử đinh hương,phối đồ màu tím,xu hướng xuân hè 2020,xu hướng thời trang,,,,,,,,,,,
https://vnexpress.net/hari-won-du-lich-cung-bb-tran-3691743.html,Hari Won du lịch cùng BB Trần,"Hai bạn diễn cùng chinh phục đỉnh Fansipan, thưởng thức ẩm thực chợ đêm ở Sapa.",Giải trí,"Thứ sáu, 29/12/2017, 13:36 (GMT+7)",hari won,trấn thành,bb trần,sapa,,,,,,,,,,,,
https://vnexpress.net/dior-ca-ngoi-nu-quyen-4060703.html,Dior ca ngợi nữ quyền,"Christian Dior cho dàn mẫu mặc suit, thắt cravat trong show Thu 2020 tại Paris Fashion Week với thông điệp về nữ quyền.",Giải trí,"Thứ tư, 26/2/2020, 19:37 (GMT+7)",dior,paris fashion week,tuần thời trang paris thu 2020,,,,,,,,,,,,,
https://vnexpress.net/nhan-sac-catherine-zeta-jones-sau-25-nam-3442345.html,Nhan sắc Catherine Zeta-Jones sau 25 năm,"Gương mặt, vóc dáng của minh tinh in đậm dấu vết thời gian sau nhiều thăng trầm trong cuộc sống.",Giải trí,"Thứ sáu, 29/7/2016, 19:00 (GMT+7)",catherine zeta-jones,catherine zeta-jones ngày ấy bây giờ,diễn viên catherine zeta-jones,,,,,,,,,,,,,
https://vnexpress.net/catherine-zeta-jones-len-san-kha-u-cu-ng-bo-cho-ng-101-tuo-i-3695637.html,Catherine Zeta-Jones lên sân khấu cùng bố chồng 101 tuổi,"Kirk Douglas có dịp hiếm hoi xuất hiện tại sự kiện phim ảnh thường niên ở Hollywood (Mỹ), tối 7/1 (giờ địa phương).",Giải trí,"Thứ hai, 8/1/2018, 11:33 (GMT+7)",catherine zeta-jones,kirk douglas,michael douglas,,,,,,,,,,,,,
https://vnexpress.net/chiec-tui-phap-tram-trieu-dong-mang-ten-saigon-4131285.html,Chiếc túi Pháp trăm triệu đồng mang tên 'Saigon',"Nổi tiếng toàn cầu gần 20 năm nay, dòng túi Goyard Saigon của Pháp trở thành biểu tượng của người xài hàng hiệu không thích phô trương.",Giải trí,"Thứ sáu, 17/7/2020, 16:00 (GMT+7)",goyard,goyard saigon,diễm my,túi hiệu pháp,túi mang tên saigon,,,,,,,,,,,
https://vnexpress.net/ivan-tran-thiet-ke-trang-phuc-tang-benh-nhi-ung-thu-4112879.html,Ivan Trần thiết kế trang phục tặng bệnh nhi ung thư,Nhà thiết kế Ivan Trần tặng khoảng 500 trang phục cho các bệnh nhân ung thư. ,Giải trí,"Thứ ba, 9/6/2020, 16:03 (GMT+7)",ivan trần,lê âu ngân anh,nhà thiết kế ivan trần,bệnh nhi ung thư,hoạt động sao,,,,,,,,,,,
