link,title,description,category,pub_date,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15
https://vnexpress.net/chua-ngot-mon-sot-ga-chien-tam-nuoc-ep-dua-3705625.html,Chua ngọt món sốt gà chiên tẩm nước ép dứa,"Món ăn thơm nhẹ mùi lá tỏi, thanh ngọt của dứa, ăn cùng xôi, bánh mỳ, hay cơm trắng đều rất ngon.",Đời sống,"Thứ tư, 31/1/2018, 16:25 (GMT+7)",gà ép thơm,đùi gà,món ngon,lá tỏi,,,,,,,,,,,,
https://vnexpress.net/salad-bo-ca-chua-thom-ngon-khai-vi-cho-bua-an-3753625.html,"Salad bơ, cà chua thơm ngon khai vị cho bữa ăn","Chỉ mất chừng 10 phút chế biến, bạn đã có một món ăn bổ dưỡng, hương vị thơm ngon cho cả gia đình khai vị.",Đời sống,"Thứ hai, 28/5/2018, 10:33 (GMT+7)",salad,món ăn ngày hè,món tráng miệng,,,,,,,,,,,,,
https://vnexpress.net/ba-me-giam-can-sau-khi-mat-di-ve-nu-tinh-3257777.html,Bà mẹ giảm cân sau khi mất đi vẻ nữ tính,"Kim Callaghan, 39 tuổi ở County Louth (Anh) đã giảm một nửa trọng lượng của mình khi thân hình quá khổ khiến cô trông không khác gì một người đàn ông.",Sức khỏe,"Thứ ba, 4/8/2015, 10:32 (GMT+7)",chạy bộ,đạp xe,,,,,,,,,,,,,,
https://vnexpress.net/nuoc-chanh-co-thuc-su-giup-giam-can-3244267.html,Nước chanh có thực sự giúp giảm cân?,Nước chanh không có tác dụng giảm cân nếu bạn vẫn tiếp tục uống các loại nước giàu calo như cà phê đường hay nước hoa quả.,Sức khỏe,"Thứ hai, 6/7/2015, 11:42 (GMT+7)",ăn kiêng,giảm cân đúng cách,nước chanh,,,,,,,,,,,,,
https://vnexpress.net/bap-cai-cuon-thit-bo-ngot-thom-dai-ca-nha-3753643.html,Bắp cải cuộn thịt bò ngọt thơm đãi cả nhà,"Bắp cải giòn ngọt, thịt bò thơm ngon, kết hợp với pho mát béo ngậy, món ăn thích hợp cho những người đang theo chế độ low-carb.",Đời sống,"Thứ năm, 24/5/2018, 16:18 (GMT+7)",bap cai,thịt bò,món ngon,ngày nóng,,,,,,,,,,,,
https://vnexpress.net/goi-bo-nuong-me-thom-lung-cho-chu-nhat-3685284.html,Gỏi bò nướng mè thơm lừng cho chủ nhật,"Món ăn dùng nhiều nguyên liệu và gia vị nhưng rất dễ chế biến, đảm bảo thực khách sẽ hài lòng ngay từ miếng ăn đầu tiên.",Đời sống,"Chủ nhật, 17/12/2017, 10:05 (GMT+7)",gỏi,nộm,bò nướng,gỏi bò,,,,,,,,,,,,
https://vnexpress.net/cuoi-tuan-nau-che-khoai-mon-chieu-dai-ca-nha-3685285.html,Cuối tuần nấu chè khoai môn chiêu đãi cả nhà,"Chè có vị bùi của khoai, độ dính của nếp, quyện trong hương thơm của lá dứa, giúp bạn cùng gia đình thư thái cuối tuần.",Đời sống,"Thứ bảy, 16/12/2017, 10:02 (GMT+7)",chè,chè khoai môn,lá dứa,,,,,,,,,,,,,
https://vnexpress.net/bai-tap-giup-giam-dau-cot-song-3499509.html,Bài tập giúp giảm đau cột sống,Chuyên gia yoga Nguyễn Hiếu hướng dẫn thực hiện tư thế thằn lằn và sư tử co người làm mềm dẻo cột sống và giảm đau lưng.,Sức khỏe,"Thứ tư, 16/11/2016, 08:14 (GMT+7)",đau cột sống,bài tập,giảm đau lưng,,,,,,,,,,,,,
https://vnexpress.net/bien-tau-ngay-lanh-voi-cha-bi-lon-cay-bui-3685990.html,Biến tấu ngày lạnh với chả bì lợn cay bùi,"Món ăn cay, bùi cho bữa cơm ngày lạnh ngon miệng, đặc biệt nếu ăn cùng với bún bò, bún riêu thì còn ngon hơn.",Đời sống,"Thứ hai, 18/12/2017, 16:00 (GMT+7)",món ăn,chả da ớt xiêm,món ngon ngày lạnh,,,,,,,,,,,,,
https://vnexpress.net/nghin-nguoi-sai-gon-di-bo-keu-goi-phong-ngua-suy-gian-tinh-mach-3511578.html,Nghìn người Sài Gòn đi bộ kêu gọi phòng ngừa suy giãn tĩnh mạch,"Nhiều ca sĩ, diễn viên và gần 1.000 người Sài Gòn cùng đi bộ kêu gọi cộng đồng thay đổi lối sống để phòng ngừa bệnh suy giãn tĩnh mạch.",Sức khỏe,"Thứ bảy, 10/12/2016, 13:35 (GMT+7)",đi bộ,suy giãn tĩnh mạch,bệnh  tĩnh mạch,15 phút yêu đôi chân,khỏe mỗi ngày,,,,,,,,,,,
https://vnexpress.net/6-dieu-can-tranh-neu-muon-giam-can-an-toan-3251701.html,6 điều cần tránh nếu muốn giảm cân an toàn,Bỏ bữa trưa là thói quen cực kỳ có hại cho cơ thể. Nó khiến bạn ăn bù một cách không thể kiểm soát và tăng cân trở lại. Hãy nhớ rằng ăn kiêng là một cuộc đua marathon chứ không phải chạy nước rút.,Sức khỏe,"Thứ tư, 22/7/2015, 07:47 (GMT+7)",ăn uống giảm cân,giảm cân an toàn,chế độ ăn giảm cân,cách giảm cân,ăn kiêng giảm cân,,,,,,,,,,,
https://vnexpress.net/ban-co-hieu-dung-ve-8-bi-mat-ve-nui-doi-khong-3476691.html,Bạn có hiểu đúng về 8 bí mật về 'núi đôi' không?,"Có thể dự đoán được kích thước ngực, tập thể dục có giúp ""núi đôi"" to lên không, ngực thiếu cân đối liệu có bình thường... là bí ẩn về vòng 1 của phái đẹp.",Sức khỏe,"Thứ bảy, 1/10/2016, 00:04 (GMT+7)",núi đôi,vòng 1,phụ nữ,,,,,,,,,,,,,
https://vnexpress.net/co-the-phu-nu-thay-doi-the-nao-khi-den-tuoi-20-3476570.html,Cơ thể phụ nữ thay đổi thế nào khi đến tuổi 20,"Tuổi 20 cơ thể phụ nữ chuyển hóa chậm đi, chu kỳ kinh nguyệt biến đổi và bắt đầu tăng ham muốn tình dục.",Sức khỏe,"Thứ sáu, 30/9/2016, 11:35 (GMT+7)",20 tuổi,phụ nữ,thay đổi,,,,,,,,,,,,,
https://vnexpress.net/cach-giam-9-kg-trong-15-ngay-cua-ca-si-lam-anh-3249856.html,Cách giảm 9 kg trong 15 ngày của ca sĩ Lâm Anh,"Với quyết tâm giảm cân cho cơ thể, ca sĩ Diệp Lâm Anh chỉ ăn rau, trái cây và đặc biệt là táo xanh khi đói. Chế độ ăn uống này đã giúp cô kéo trọng lượng cơ thể từ 57 kg xuống còn 48 kg trong vòng 15 ngày.",Sức khỏe,"Thứ sáu, 17/7/2015, 09:42 (GMT+7)",bí quyết khỏe đẹp,bí quyết giảm cân,bí quyết khỏe đẹp của sao,,,,,,,,,,,,,
https://vnexpress.net/co-gai-giam-30-kg-nho-di-bo-nhanh-moi-ngay-3249926.html,Cô gái giảm 30 kg nhờ đi bộ nhanh mỗi ngày,"Từ một cô gái nặng 84 kg, Krystal Sanders đã nỗ lực giảm cân bằng cách luyện tập thể thao và ăn uống khoa học. Trong vòng một năm, cô giảm được 30 kg.",Sức khỏe,"Thứ sáu, 17/7/2015, 11:27 (GMT+7)",phương pháp giảm cân,giảm 30 kg trong một năm,,,,,,,,,,,,,,
https://vnexpress.net/giam-hon-50-kg-trong-mot-nam-ruoi-sau-chuyen-du-lich-tui-ho-3249991.html,Giảm hơn 50 kg trong một năm rưỡi sau chuyến du lịch tủi hổ,"Liz Hiscutt, 40 tuổi (Anh) không thể cài dây an toàn trên máy bay khi đi du lịch vì quá béo. Cô nặng 114 kg trong khi chỉ cao 1,52 m. Người phụ nữ quyết tâm giảm cân và sau 18 tháng chỉ còn 57 kg.",Sức khỏe,"Chủ nhật, 19/7/2015, 11:49 (GMT+7)",bí quyết giảm cân,phương pháp giảm cân,,,,,,,,,,,,,,
https://vnexpress.net/an-chuoi-12-ngay-de-thanh-loc-co-the-3250381.html,Ăn chuối 12 ngày để thanh lọc cơ thể,Một người phụ nữ tên Yulia Tarabath đã quyết định không ăn gì ngoài chuối trong 12 ngày. Cô đã giảm được cân thừa và hạn chế bệnh nhờ vào phương pháp này.,Sức khỏe,"Thứ bảy, 18/7/2015, 09:13 (GMT+7)",thanh lọc cơ thể,bí quyết giảm cân,ăn kiêng,ăn kiêng bằng chuối,,,,,,,,,,,,
https://vnexpress.net/phai-dep-tap-luyen-giu-dang-nhu-the-nao-trong-100-nam-qua-3251166.html,Phái đẹp tập luyện giữ dáng như thế nào trong 100 năm qua,"Đầu thế kỷ 20, phụ nữ trên thế giới ưa thích những bài tập co duỗi nhẹ nhàng. Phái đẹp thập niên 50 chuộng lắc vòng và trào lưu tập luyện ngày nay là nhảy Zumba.",Sức khỏe,"Thứ ba, 21/7/2015, 05:06 (GMT+7)",bí quyết giữ dáng,bí quyết giảm cân,xu hướng tập luyện giữ dáng,,,,,,,,,,,,,
https://vnexpress.net/tom-cuon-banh-da-nem-gion-rum-3677918.html,Tôm cuốn bánh đa nem giòn rụm,Món ăn là biến thể từ món Lumpia truyền thống của người Philippines với các nguyên liệu gần gũi.,Đời sống,"Thứ hai, 4/12/2017, 15:33 (GMT+7)",tôm,món ngon,món ngon đãi tiệc,,,,,,,,,,,,,
https://vnexpress.net/khac-biet-sau-khi-giam-68-kg-cua-nu-nhiep-anh-gia-3252285.html,Khác biệt sau khi giảm 68 kg của nữ nhiếp ảnh gia,Nữ nhiếp ảnh gia Beth Beard nhờ người bạn cũng là đồng nghiệp Blake Morrow ghi lại sự thay đổi trước và sau khi cô giảm 68 kg.,Sức khỏe,"Thứ tư, 22/7/2015, 14:01 (GMT+7)",phẫu thuật dạ dày,trước và sau khi giảm cân,,,,,,,,,,,,,,
https://vnexpress.net/chieu-uong-nuoc-gia-luoc-moi-dem-de-dep-da-cua-mot-ca-si-3246127.html,Chiêu uống nước giá luộc mỗi đêm để đẹp da của một ca sĩ,"Mỗi ngày ca sĩ Khánh Loan dành ít nhất 2 tiếng đồng hồ để tập thể dục, chơi thể thao. Chế độ ăn hợp lý và uống nước giá luộc hàng đêm giúp cô có làn da đẹp.  ",Sức khỏe,"Thứ năm, 9/7/2015, 15:11 (GMT+7)",ca sĩ khánh loan,chăm sóc da,giữ da đẹp,bí quyết làm đẹp của khánh loan,nước giá luộc làm đẹp da,,,,,,,,,,,
https://vnexpress.net/bua-toi-doi-vi-voi-mang-tay-xao-ba-roi-xong-khoi-3679476.html,Bữa tối đổi vị với măng tây xào ba rọi xông khói,"Món ăn bổ dưỡng và hấp dẫn với măng tây giòn ngậy, thịt xông khói dai dai thơm thơm cùng các gia vị được lựa chọn cẩn thận...",Đời sống,"Thứ hai, 4/12/2017, 16:08 (GMT+7)",thịt xông khói,măng tây,món xào,,,,,,,,,,,,,
https://vnexpress.net/sai-lam-thuong-gap-khi-an-kieng-3242402.html,Sai lầm thường gặp khi ăn kiêng,"Nhiều người sai lầm khi cho rằng bỏ bữa là cách tốt giúp giảm calo, tinh bột khiến ta béo, hoặc phải loại bỏ hoàn toàn chất béo khỏi thực đơn...",Sức khỏe,"Chủ nhật, 5/7/2015, 08:09 (GMT+7)",ăn kiêng,cách giảm béo,cách giảm cân,,,,,,,,,,,,,
https://vnexpress.net/lot-xac-nho-giam-95-mo-sau-4-ngay-3244039.html,'Lột xác' nhờ giảm 95% mỡ sau 4 ngày,"Hàng nghìn phụ nữ đã ""hô biến"" thành công 5kg mỡ thừa chỉ sau một liệu trình giảm cân trong 4 ngày.",Sức khỏe,"Thứ hai, 6/7/2015, 11:00 (GMT+7)",lavender spa,contri - lipo,,,,,,,,,,,,,,
https://vnexpress.net/tu-the-ve-nu-giup-giam-dau-moi-vai-gay-3498703.html,"Tư thế vệ nữ giúp giảm đau mỏi vai, gáy","Chuyên gia yoga Nguyễn Hiếu hướng dẫn thực hiện tư thế vệ nữ căng cơ giúp giảm đau mỏi vai, gáy.",Sức khỏe,"Thứ ba, 15/11/2016, 07:26 (GMT+7)",đau mỏi,tay vai,tư thế vệ nữ,,,,,,,,,,,,,
https://vnexpress.net/ly-do-khuyen-khich-ban-giam-can-trong-mua-he-3231105.html,Lý do khuyến khích bạn giảm cân trong mùa hè,"Thời tiết ấm áp cùng những chuyến nghỉ ngơi, du lịch hay nguồn thực phẩm tươi mát tạo điều kiện thuận lợi để bạn lên kế hoạch giảm cân.",Sức khỏe,"Thứ ba, 9/6/2015, 14:04 (GMT+7)",mùa hè,vui chơi,kế hoạch giảm câm,,,,,,,,,,,,,
https://vnexpress.net/5-cach-dot-chay-500-calo-3238156.html,5 cách đốt cháy 500 calo,"Chạy một tiếng đồng hồ mỗi ngày sẽ giảm được 500 calo, còn các động tác đi tới đi lui khi dùng điện thoại, sử dụng cử chỉ bàn tay lúc nói chuyện... chỉ đốt cháy hơn 350 calo.",Sức khỏe,"Thứ tư, 24/6/2015, 10:13 (GMT+7)",đốt cháy calo,đốt cháy 500 calo,,,,,,,,,,,,,,
https://vnexpress.net/nhau-thai-cuu-khac-phuc-nam-tan-nhang-lao-hoa-3220118.html,"Nhau thai cừu khắc phục nám, tàn nhang, lão hóa","Nhau thai cừu từ lâu đã được sử dụng để tăng cường sức khỏe và vẻ đẹp làn da, ngăn ngừa lão hóa sớm, giúp làm mờ các vết sạm nám da hiệu quả.",Sức khỏe,"Thứ ba, 19/5/2015, 09:00 (GMT+7)",viên uống nhau thai cừu rebirth,chống lão hóa,nám da,,,,,,,,,,,,,
https://vnexpress.net/dong-tac-yoga-giup-thai-khi-doc-thanh-loc-co-the-3497305.html,Động tác yoga giúp thải khí độc thanh lọc cơ thể,"Chuyên gia yoga Nguyễn Hiếu hướng dẫn tư thế thải khí giúp thanh lọc khí huyết, tốt cho sức khỏe tổng thể.",Sức khỏe,"Thứ sáu, 11/11/2016, 09:00 (GMT+7)",bài tập,yoga,thải khí độc,,,,,,,,,,,,,
https://vnexpress.net/nguoi-beo-rat-kho-tro-ve-can-nang-binh-thuong-3250541.html,Người béo rất khó trở về cân nặng bình thường,Cơ hội trở về cân nặng bình thường của người nam giới bị béo phì chỉ là 1/210 và với nữ giới là 1/124.,Sức khỏe,"Thứ bảy, 18/7/2015, 12:17 (GMT+7)",thừa cân béo phì,chế độ dinh dưỡng,,,,,,,,,,,,,,
https://vnexpress.net/10-bi-quyet-khoe-dep-cho-nu-gioi-2261668.html,10 bí quyết khỏe đẹp cho nữ giới,"Bạn có biết tại sao phụ nữ Nhật Bản ít bị ung thư vú và ít phải chịu những biến đổi khó chịu trong giai đoạn tiền mãn kinh? Đó là do bữa ăn của họ rất giàu flavon, có nhiều trong đậu, dầu vừng, chanh, tỏi...",Sức khỏe,"Thứ tư, 25/1/2006, 09:05 (GMT+7)",,,,,,,,,,,,,,,,
https://vnexpress.net/4-meo-huu-ich-khong-ton-kem-trong-nha-bep-3674659.html,4 mẹo hữu ích không tốn kém trong nhà bếp,"Chỉ cần một vỏ chai 500ml và một vỏ chai 1,5l là có thể tự tạo ra một cái vắt cam rất hiệu quả.",Đời sống,"Thứ sáu, 24/11/2017, 06:00 (GMT+7)",khéo tay,mẹo hay,mẹo nhà bếp,cắt trứng,,,,,,,,,,,,
https://vnexpress.net/lam-vat-trang-tri-de-thuong-tu-xi-mang-3675843.html,Làm vật trang trí dễ thương từ xi măng,"Chỉ cần chút xi măng và nước, bạn hoàn toàn có thể sáng tạo ra những đồ trang trí, chậu cây, giá nến... đẹp mắt.",Đời sống,"Thứ hai, 27/11/2017, 08:16 (GMT+7)",xi măng,khéo tay,diy,sáng tạo,,,,,,,,,,,,
https://vnexpress.net/mieng-bong-gon-danh-bay-mui-hoi-thung-rac-ca-ngay-3677320.html,Miếng bông gòn đánh bay mùi hôi thùng rác cả ngày,"Có thể dùng baking soda, vỏ cam, chanh khử mùi thùng rác nhưng sẽ không hiệu quả bằng một miếng bông gòn tẩm tinh dầu.",Đời sống,"Thứ tư, 29/11/2017, 11:23 (GMT+7)",bông gòn,mẹo,tinh dầu,thùng rác,mùi hôi,,,,,,,,,,,
https://vnexpress.net/kiem-tra-can-ban-trong-duong-ong-nuoc-nha-ban-chi-voi-vai-giay-3677506.html,Kiểm tra cặn bẩn trong đường ống nước nhà bạn chỉ với vài giây,"Đăng video thử nghiệm độ bẩn của đường ống nước, kỹ sư tự động hóa Trương Long (Hà Nội) không ngờ nhận được vô số quan tâm.",Đời sống,"Thứ sáu, 1/12/2017, 14:48 (GMT+7)",vệ sinh,đường ống,cặn bẩn,wc,nhà cửa,sức khỏe,,,,,,,,,,
https://vnexpress.net/bi-mat-khoe-dep-trong-tui-xach-cua-dien-vien-my-tran-3252106.html,'Bí mật' khỏe đẹp trong túi xách của diễn viên My Trần,"Khi đi làm, người đẹp luôn mang 2 chai nước loại dung tích 1,5 lít và cà chua, bánh mì lúa mạch, trái bơ, ô liu... để ăn uống liên tục trong ngày. Đó là cách giúp cô có làn da đẹp và khỏe khoắn. ",Sức khỏe,"Thứ tư, 22/7/2015, 09:39 (GMT+7)",diễn viên my trần,my trần,làm đẹp của sao,người nổi tiếng giữ dáng,vóng dáng sao,chăm sóc da,giảm cân với nước lọc,làm đẹp da,,,,,,,,
https://vnexpress.net/nau-bun-ca-ngu-dung-kieu-mien-trung-3680119.html,Nấu bún cá ngừ đúng kiểu miền Trung,"Đặc sản của Nha Trang không đòi hỏi quá nhiều công sức chuẩn bị và nấu nướng, bạn có thể làm nhanh cho bữa ăn của gia đình.",Đời sống,"Thứ bảy, 9/12/2017, 05:00 (GMT+7)",cá ngừ,bún cá ngừ,món ăn miền trung,món ăn nha trang,,,,,,,,,,,,
https://vnexpress.net/7-cach-cho-lan-da-dep-khong-ty-vet-3221026.html,7 cách cho làn da đẹp không tỳ vết,"Thời tiết  mùa hè nắng nóng đòi hỏi bạn gái phải lưu ý và chăm sóc da cẩn thận, tránh tình trạng da lão hóa, khô sạm, thiếu sức sống.",Sức khỏe,"Thứ năm, 21/5/2015, 09:00 (GMT+7)",viên nhau thai cừu charmlux,làm đẹp da,chống lão hóa,,,,,,,,,,,,,
https://vnexpress.net/huong-dan-cach-massage-thu-gian-giam-dau-vai-gay-3490336.html,Hướng dẫn cách massage thư giãn giảm đau vai gáy,"Xoa bóp vai bằng các đầu ngón tay, dùng đốt giữa ngón để massage, xoa lòng bàn tay cho nóng rồi áp vào vai gáy giúp bạn đỡ mỏi, theo 5 Minute Crafts.",Sức khỏe,"Thứ sáu, 28/10/2016, 09:38 (GMT+7)",massage,tập luyện,đau vai cổ,xoa bóp,giảm đau,,,,,,,,,,,
https://vnexpress.net/cong-dung-cua-nhan-sam-voi-suc-khoe-3679353.html,Công dụng của nhân sâm với sức khỏe,"Theo y học, nhân sâm là dược liệu quý, vị đắng, có tác dụng đại bổ nguyên khí, bồi bổ sức khỏe, nâng cao thể lực.",Đời sống,"Thứ hai, 4/12/2017, 19:00 (GMT+7)",nhân sâm,panax ginseng,germanium,,,,,,,,,,,,,
https://vnexpress.net/gia-tri-dinh-duong-cua-nam-3679769.html,Giá trị dinh dưỡng của nấm,"Trung bình, 100 gram nấm tươi chứa 25-40% hàm lượng protein, 17-19 loại axit amin, trong đó có 7-9 loại axit amin cơ thể không tự tổng hợp được.",Đời sống,"Thứ ba, 5/12/2017, 14:00 (GMT+7)",giá trị dinh dưỡng của nấm,nấm linh chi,nấm kim châm,,,,,,,,,,,,,
https://vnexpress.net/ly-do-nen-an-chuoi-moi-ngay-3177321.html,Lý do nên ăn chuối mỗi ngày,"Một quả chuối chứa khoảng 3 g chất xơ có thể giúp cơ thể điều hòa nhu động ruột, làm dịu đường tiêu hóa, hỗ trợ giảm cân.",Sức khỏe,"Thứ năm, 9/4/2015, 08:17 (GMT+7)",chuối,thực phẩm tốt sức khỏe,trái cây nên ăn,,,,,,,,,,,,,
https://vnexpress.net/nen-va-khong-nen-khi-dung-ngoi-nam-tranh-dau-cot-song-3488059.html,"Nên và không nên khi đứng, ngồi, nằm tránh đau cột sống","Khi lái xe nên ngồi thẳng lưng với chân co ở vị trí cao hơn hông; bạn dễ bị đau dây chằng nếu lái với tư thế chùn vai, cong lưng...",Sức khỏe,"Thứ hai, 24/10/2016, 16:26 (GMT+7)",bệnh cột sống,tư thế,đau lưng,,,,,,,,,,,,,
https://vnexpress.net/mi-can-xao-sa-ot-3678487.html,Mì căn xào sả ớt,"Món ăn có vị ngọt và dai sần sật của sợi mì, vị thơm cay của sả ớt và các loại rau thơm ăn kèm.",Đời sống,"Chủ nhật, 10/12/2017, 05:00 (GMT+7)",món chay,ngày rằm,mì căn,mì căn xào sả ớt,,,,,,,,,,,,
https://vnexpress.net/nhung-cach-lam-dep-da-don-gian-tai-nha-3243945.html,Những cách làm đẹp da đơn giản tại nhà,"Đắp mặt nạ dầu gạo, bơ, chuối, mật ong, trứng gà, xông hơi bằng lá thảo dược... giúp chị em có làn da trắng sáng, mịn màng với chi phí tiết kiệm và không mất nhiều thời gian.",Sức khỏe,"Thứ hai, 6/7/2015, 08:03 (GMT+7)",làm đẹp tại nhà,làm đẹp da,làm đẹp từ nguyên liệu thiên nhiên,,,,,,,,,,,,,
https://vnexpress.net/hoang-thuy-linh-du-le-khai-truong-eveline-3123965.html,Hoàng Thùy Linh dự lễ khai trương Eveline,"Với tư cách khách mời, nữ ca sĩ, diễn viên xinh đẹp Hoàng Thùy Linh đã có mặt từ rất sớm để tham dự lễ khai trương showroom mới của thương hiệu Eveline Việt Nam và giới thiệu Học viện trang điểm DMA.",Sức khỏe,"Thứ ba, 23/12/2014, 15:00 (GMT+7)",đài linh,eveline,học viện trang điểm dma,,,,,,,,,,,,,
https://vnexpress.net/gio-tai-nam-san-sat-de-lam-cho-ngay-chu-nhat-3651679.html,Giò tai nấm sần sật dễ làm cho ngày chủ nhật,"Miếng giò dậy mùi thơm của nấm hương, hạt tiêu, quyện vị ngọt của thịt, cái sần sật của sụn tai. ",Đời sống,"Chủ nhật, 8/10/2017, 10:01 (GMT+7)",giò tai,giò nấm,làm giò,,,,,,,,,,,,,
https://vnexpress.net/muc-don-trung-muoi-thom-lung-3652210.html,Mực dồn trứng muối thơm lừng,Món ăn ngon hơn khi được chấm cùng nước sốt bơ đậu phộng.,Đời sống,"Thứ bảy, 7/10/2017, 14:59 (GMT+7)",món ăn,gia đình,mực dồn trứng muối,,,,,,,,,,,,,
https://vnexpress.net/che-do-an-chay-truong-cua-a-hau-truong-thi-may-3251099.html,Chế độ ăn chay trường của Á hậu Trương Thị May,"Thực đơn hàng ngày của ""mỹ nhân ăn chay hấp dẫn nhất Châu Á"" luôn phong phú với các loại rau củ quả. Người đẹp uống bột gạo lứt để bổ sung chất dinh dưỡng.",Sức khỏe,"Thứ hai, 20/7/2015, 10:53 (GMT+7)",bí quyết làm đẹp,ăn chay trường,gạo lứt,,,,,,,,,,,,,
https://vnexpress.net/dam-da-lau-ca-duoi-nau-me-3653095.html,Đậm đà lẩu cá đuối nấu mẻ,"Món lẩu đơn giản, không quá nhiều nguyên liệu nhưng dễ thu hút thực khách bởi những miếng cá ngọt giòn được tẩm ướp gia vị phù hợp.",Đời sống,"Thứ ba, 10/10/2017, 10:49 (GMT+7)",lẩu cá,cá đuối,mẻ chua,,,,,,,,,,,,,
https://vnexpress.net/ga-sot-chanh-day-gion-gion-cham-chua-ngot-3654329.html,Gà sốt chanh dây giòn giòn chấm chua ngọt,"Gà rán vàng giòn, ăn kèm nước sốt chanh dây tạo nên một món ăn ngon miệng, nhất là với các gia đình có trẻ nhỏ.",Đời sống,"Thứ năm, 12/10/2017, 16:25 (GMT+7)",gà sốt chanh dây,đùi gà,cơm gà,,,,,,,,,,,,,
https://vnexpress.net/lam-kho-ga-la-chanh-ngon-mieng-cho-ngay-mua-lanh-3654353.html,Làm khô gà lá chanh ngon miệng cho ngày mưa lạnh,"Món ăn tưởng như cầu kỳ nhưng thực ra lại rất dễ làm, lai rai ngon miệng.",Đời sống,"Thứ hai, 16/10/2017, 16:22 (GMT+7)",khô gà lá chanh,thịt gà,món ngon,ăn chơi,,,,,,,,,,,,
https://vnexpress.net/ca-ri-vit-kieu-mien-tay-cho-cuoi-tuan-3654355.html,Cà ri vịt kiểu miền Tây cho cuối tuần,"Món ăn có vị béo của vịt và nước cốt dừa, thơm bùi của các loại khoai. Những viên khoai mì vo viên rất dẻo và ngọt.",Đời sống,"Thứ bảy, 14/10/2017, 15:00 (GMT+7)",cà ri vịt,khoai sọ,thịt vịt,mónngon,,,,,,,,,,,,
https://vnexpress.net/ga-ap-chao-sot-ngot-dua-com-ngay-mua-3654234.html,Gà áp chảo sốt ngọt đưa cơm ngày mưa,"Món sốt kiểu Nhật này làm rất nhanh, gọn, lại có hương vị đậm đà, dễ ăn, phù hợp cho bữa tối ngày mát. ",Đời sống,"Thứ tư, 11/10/2017, 16:15 (GMT+7)",gà áp chảo,nấu gà kiểu nhật,gà sốt teriyaki,gà nướng,,,,,,,,,,,,
https://vnexpress.net/bi-quyet-ran-nem-gion-tan-cua-ong-bo-ha-tinh-3658653.html,Bí quyết rán nem giòn tan của ông bố Hà Tĩnh,"Nem sau khi rán có giòn hay không phụ thuộc nhiều yếu tố: lá nem, nhân nem và kỹ thuật của người nội trợ.",Đời sống,"Thứ sáu, 20/10/2017, 16:29 (GMT+7)",nem rán,nem rán giòn,bí quyết rán nem,,,,,,,,,,,,,
https://vnexpress.net/kheo-tay-lam-7-mon-do-dung-tu-ong-nhua-pvc-3659323.html,Khéo tay làm 7 món đồ dùng từ ống nhựa PVC,"Giá phơi quần áo, ống cắm bút, giá đựng rượu... đẹp mắt có xuất xứ từ ống nhựa PVC.",Đời sống,"Chủ nhật, 22/10/2017, 16:53 (GMT+7)",khéo tay,diy,tự chế,sáng tạo,ống nhựa,pvc,,,,,,,,,,
https://vnexpress.net/giam-gia-toi-50-my-pham-cham-soc-da-3116365.html,Giảm giá tới 50% mỹ phẩm chăm sóc da,"Nhân dịp kỷ niệm 6 năm thành lập, Công ty Kỳ Phong áp dụng mức giảm giá 25-50% cho tất cả sản phẩm chăm sóc da Rebirth đến hết ngày 31/12 hoặc đến khi hết hàng trong kho.",Sức khỏe,"Thứ sáu, 5/12/2014, 11:00 (GMT+7)",lanopearl,rebirth,,,,,,,,,,,,,,
https://vnexpress.net/7-meo-giu-an-toan-ban-than-ai-cung-nen-biet-3632825.html,7 mẹo giữ an toàn bản thân ai cũng nên biết,"Khi bạn bị dằm đâm vào bàn tay, chỉ cần ấn bàn tay lên miệng một ly nước nóng, hiệu ứng hút sẽ đẩy dằm ra...",Đời sống,"Thứ hai, 28/8/2017, 09:37 (GMT+7)",mẹo hay,mẹo an toàn,bảo vệ bản thân,,,,,,,,,,,,,
https://vnexpress.net/bi-mat-de-mon-suon-nuong-com-tam-ngon-nhu-hang-3653562.html,Bí mật để món sườn nướng cơm tấm ngon như hàng,"Cơm tấm là một món ăn kỳ lạ, bởi nó ngon không chỉ ở sườn, cơm mà còn nhờ một chén nhỏ chất lỏng được đặt cạnh - đó là nước mắm.",Đời sống,"Thứ ba, 17/10/2017, 15:53 (GMT+7)",cơm tấm,nước mắm,sườn nướng cơm tấm,,,,,,,,,,,,,
https://vnexpress.net/chon-kem-tri-mun-va-tham-nam-hieu-qua-3103994.html,Chọn kem trị mụn và thâm nám hiệu quả,"Kem trị mụn trên thị trường khá đa dạng với nhiều thể loại và hình dạng. Tuy nhiên, bạn có thể phân biệt dựa vào 2 dạng cơ bản: lỏng và đặc.",Sức khỏe,"Thứ sáu, 7/11/2014, 16:00 (GMT+7)",gncos,dưỡng da tinh chất linh chi,miss fairy,,,,,,,,,,,,,
